"id","s","birthDate","deathDate"
3302496,"http://dbpedia.org/resource/Ben_Trace",1897-10-15,1973-07-07
11451321,"http://dbpedia.org/resource/Ben_Tucker",1930-12-13,2013-06-04
788436,"http://dbpedia.org/resource/Ben_Webster",1909-03-27,1973-09-20
2343819,"http://dbpedia.org/resource/Ben_Weisman",1921-11-16,2007-05-20
60283963,"http://dbpedia.org/resource/Ben_Zion_Shenker",1925-05-12,2016-11-20
974689,"http://dbpedia.org/resource/Bengt_Hallberg",1932-09-13,2013-07-02
199201,"http://dbpedia.org/resource/Beniamino_Gigli",1890-03-20,1957-11-30
42638589,"http://dbpedia.org/resource/Benito_Canónico",1894-01-03,1971-10-13
1860713,"http://dbpedia.org/resource/Benjamin_Carl_Unseld",1843-10-18,1923-11-19
593709,"http://dbpedia.org/resource/Benjamin_Orr",1947-09-08,2000-10-03
52676767,"http://dbpedia.org/resource/Buck_Clarke",1933-10-02,1988-10-11
1951604,"http://dbpedia.org/resource/Buck_Clayton",1911-11-12,1991-12-08
16641790,"http://dbpedia.org/resource/Buck_Hill_(musician)",1927-02-13,2017-03-20
381560,"http://dbpedia.org/resource/Buck_Owens",1929-08-12,2006-03-25
174843,"http://dbpedia.org/resource/Buckwheat_Zydeco",1947-11-14,2016-09-24
11185023,"http://dbpedia.org/resource/Bucky_Pizzarelli",1926-01-09,2020-04-01
3381732,"http://dbpedia.org/resource/Bud_Freeman",1906-04-13,1991-03-15
155964,"http://dbpedia.org/resource/Bud_Powell",1924-09-27,1966-07-31
16650005,"http://dbpedia.org/resource/Bud_Scott",1890-01-11,1949-07-02
220194,"http://dbpedia.org/resource/Bud_Shank",1926-05-27,2009-04-02
38311819,"http://dbpedia.org/resource/Barton_McLean",1938-04-08,
457290,"http://dbpedia.org/resource/Baxter_Black",1945-01-10,
46956305,"http://dbpedia.org/resource/Bedaruddin_Ahmad",1927-03-15,
6684156,"http://dbpedia.org/resource/Beegie_Adair",1937-12-11,
64262204,"http://dbpedia.org/resource/Belkıs_Özener",1940-03-28,
23873605,"http://dbpedia.org/resource/Ben_Branch",1928-01-08,
24823344,"http://dbpedia.org/resource/Ben_Cramer",1947-02-17,
1043212,"http://dbpedia.org/resource/Ben_Selvin",1898-03-05,
2483551,"http://dbpedia.org/resource/Ben_Sidran",1943-08-14,
17687707,"http://dbpedia.org/resource/Bengt_Berger",1942-08-31,
32751116,"http://dbpedia.org/resource/Benito_Castro",1946-06-05,
20847066,"http://dbpedia.org/resource/Benito_Lertxundi",1942-01-06,
56275200,"http://dbpedia.org/resource/Benito_di_Paula",1941-11-28,
36464837,"http://dbpedia.org/resource/Bubba_Kolb",1940-09-13,
2698451,"http://dbpedia.org/resource/Buck_Dharma",1947-11-12,
2066647,"http://dbpedia.org/resource/Buck_Trent",1938-02-17,
3684172,"http://dbpedia.org/resource/Bud_Brisbois",1937-04-11,
37053487,"http://dbpedia.org/resource/Budd_Albright",1936-08-18,
6812945,"http://dbpedia.org/resource/Budd_Johnson",1910-12-14,1984-10-20
7799323,"http://dbpedia.org/resource/Buddhadev_Das_Gupta",1933-02-01,2018-01-15
17081553,"http://dbpedia.org/resource/Buddy_Arnold",1926-04-30,2003-11-09
5392757,"http://dbpedia.org/resource/Buddy_Baker_(composer)",1918-01-04,2002-07-26
16658039,"http://dbpedia.org/resource/Buddy_Banks_(bassist)",1927-01-15,2005-08-07
57124,"http://dbpedia.org/resource/Buddy_Bolden",1877-09-06,1931-11-04
36245423,"http://dbpedia.org/resource/Buddy_Boudreaux",1917-12-27,2015-06-13
11142790,"http://dbpedia.org/resource/Buddy_Buie",1941-01-23,2015-07-18
2592905,"http://dbpedia.org/resource/Buddy_Childers",1926-02-12,2007-05-24
4798595,"http://dbpedia.org/resource/Buddy_Clark",1912-07-26,1949-10-01
5332899,"http://dbpedia.org/resource/Buddy_Collette",1921-08-06,2010-09-19
588889,"http://dbpedia.org/resource/Buddy_DeFranco",1923-02-17,2014-12-24
218843,"http://dbpedia.org/resource/Buddy_DeSylva",1895-01-27,1950-07-11
179320,"http://dbpedia.org/resource/Buddy_Ebsen",1908-04-02,2003-07-06
16489181,"http://dbpedia.org/resource/Buddy_Emmons",1937-01-27,2015-07-21
16082525,"http://dbpedia.org/resource/Buddy_Featherstonhaugh",1909-10-04,1976-07-12
5927668,"http://dbpedia.org/resource/Buddy_Feyne",1912-06-09,1998-12-10
1734385,"http://dbpedia.org/resource/Buddy_Greco",1926-08-14,2017-01-10
17642402,"http://dbpedia.org/resource/Buddy_Harman",1928-12-23,2008-08-21
4408,"http://dbpedia.org/resource/Buddy_Holly",1936-09-07,1959-02-03
41752858,"http://dbpedia.org/resource/Buddy_Jones_(bluegrass_musician)",1937-02-02,2014-08-13
1614264,"http://dbpedia.org/resource/Buddy_Knox",1933-07-20,1999-02-14
755272,"http://dbpedia.org/resource/Buddy_MacMaster",1924-10-18,2014-08-20
2327464,"http://dbpedia.org/resource/Buddy_Miles",1947-09-05,2008-02-26
15849349,"http://dbpedia.org/resource/Buddy_Montgomery",1930-01-30,2009-05-14
15065685,"http://dbpedia.org/resource/Buddy_Moreno",1912-07-14,2015-11-29
13411067,"http://dbpedia.org/resource/Buddy_Morrow",1919-02-08,2010-09-27
19916508,"http://dbpedia.org/resource/Buddy_Moss",1914-01-16,1984-10-19
416796,"http://dbpedia.org/resource/Buddy_Rich",1917-09-30,1987-04-02
13818540,"http://dbpedia.org/resource/Buddy_Starcher",1906-03-16,2001-11-02
6778770,"http://dbpedia.org/resource/Buddy_Tate",1913-02-22,2001-02-10
35092842,"http://dbpedia.org/resource/Bugs_Henderson",1943-10-20,2012-03-09
936899,"http://dbpedia.org/resource/Bukka_White",1906-11-12,1977-02-26
604717,"http://dbpedia.org/resource/Bulat_Okudzhava",1924-05-09,1997-06-12
3861609,"http://dbpedia.org/resource/Bulbul_(singer)",1897-06-22,1961-09-26
262261,"http://dbpedia.org/resource/Bull_Moose_Jackson",1919-04-22,1989-07-31
46427840,"http://dbpedia.org/resource/Bully_Buhlan",1924-02-03,1982-11-07
2981274,"http://dbpedia.org/resource/Bumble_Bee_Slim",1905-05-07,1968-06-08
171274,"http://dbpedia.org/resource/Bunk_Johnson",1879-12-27,1949-07-07
559173,"http://dbpedia.org/resource/Bunny_Berigan",1908-11-02,1942-06-02
1166783,"http://dbpedia.org/resource/Bunny_Lee",1941-08-23,2020-10-06
20187022,"http://dbpedia.org/resource/Bunny_Lewis",1918-11-12,2001-09-07
5137143,"http://dbpedia.org/resource/Bunny_Sigler",1941-03-27,2017-10-06
47486946,"http://dbpedia.org/resource/Bunny_Wailer",1947-04-10,2021-03-02
158061,"http://dbpedia.org/resource/Burl_Ives",1909-06-14,1995-04-14
6190014,"http://dbpedia.org/resource/Buddy_Bregman",1930-07-09,
21134885,"http://dbpedia.org/resource/Buddy_Cage",1946-02-18,
16999674,"http://dbpedia.org/resource/Buddy_Cannon",1947-04-20,
566989,"http://dbpedia.org/resource/Buddy_Guy",1936-07-30,
9161120,"http://dbpedia.org/resource/Buddy_Johnson",1915-01-10,
31656009,"http://dbpedia.org/resource/Buddy_Richard",1943-09-21,
17608531,"http://dbpedia.org/resource/Buddy_Spicher",1938-07-28,
418634,"http://dbpedia.org/resource/Buffy_Sainte-Marie",1941-02-20,
25728676,"http://dbpedia.org/resource/Bull_City_Red",1917-02-19,
31579354,"http://dbpedia.org/resource/Bunk_Gardner",1933-05-02,
321508,"http://dbpedia.org/resource/Bunky_Green",1935-04-23,
66585,"http://dbpedia.org/resource/Burning_Spear",1945-03-01,
767288,"http://dbpedia.org/resource/Burton_Lane",1912-02-02,1997-01-05
1430285,"http://dbpedia.org/resource/Busi_Mhlongo",1947-10-28,2010-06-15
25754407,"http://dbpedia.org/resource/Buster_Benton",1932-07-19,1996-01-20
11001933,"http://dbpedia.org/resource/Buster_Brown_(musician)",1911-08-15,1976-01-31
11100170,"http://dbpedia.org/resource/Buster_Harding",1912-03-19,1965-11-14
5173221,"http://dbpedia.org/resource/Buster_Pearson",1941-05-04,2012-10-14
26016102,"http://dbpedia.org/resource/Buster_Pickens",1916-06-03,1964-11-24
6603031,"http://dbpedia.org/resource/Buster_Smith",1904-08-24,1991-08-10
16574746,"http://dbpedia.org/resource/Butch_Ballard",1918-12-26,2011-10-01
21873140,"http://dbpedia.org/resource/Butch_Moore",1938-01-10,2001-04-03
336201,"http://dbpedia.org/resource/Butch_Morris",1947-02-10,2013-01-29
1733334,"http://dbpedia.org/resource/Butch_Trucks",1947-05-11,2017-01-24
53416127,"http://dbpedia.org/resource/Butler_May",1894-08-18,1917-11-17
44371982,"http://dbpedia.org/resource/Buzz_Busby",1933-09-06,2003-01-05
14886303,"http://dbpedia.org/resource/Buzz_Clifford",1941-10-08,2018-01-26
12141827,"http://dbpedia.org/resource/Buzzy_Linhart",1943-03-03,2020-02-13
15055150,"http://dbpedia.org/resource/Byard_Lancaster",1942-08-06,2012-08-23
8304515,"http://dbpedia.org/resource/Byron_Lee",1935-06-27,2008-11-04
27949616,"http://dbpedia.org/resource/Béatrice_La_Palme",1878-07-27,1921-01-08
4352686,"http://dbpedia.org/resource/C._Ashwath",1939-12-29,2009-12-29
42082972,"http://dbpedia.org/resource/C._L._Blast",1934-08-20,2016-02-26
38875312,"http://dbpedia.org/resource/C._P._Spencer",1938-01-13,2004-10-20
27944643,"http://dbpedia.org/resource/C._R._Subbaraman",1924-05-18,1952-06-27
1774714,"http://dbpedia.org/resource/C._Ramchandra",1918-01-12,1982-01-05
13689060,"http://dbpedia.org/resource/C._T._Fernando",1921-01-28,1977-10-17
179328,"http://dbpedia.org/resource/Burt_Bacharach",1928-05-12,
476004,"http://dbpedia.org/resource/Burton_Cummings",1947-12-31,
7062981,"http://dbpedia.org/resource/Buster_Bailey",1902-07-19,
8348278,"http://dbpedia.org/resource/Buster_Williams",1942-04-17,
6711465,"http://dbpedia.org/resource/Butch_Hancock",1945-07-12,
15314788,"http://dbpedia.org/resource/Butch_Miles",1944-07-04,
3455147,"http://dbpedia.org/resource/Butch_Thompson",1943-11-28,
678525,"http://dbpedia.org/resource/Butch_Warren",1939-08-09,
17611554,"http://dbpedia.org/resource/Buzz_Cason",1939-11-27,
3081730,"http://dbpedia.org/resource/Byron_Berline",1944-07-06,
6205838,"http://dbpedia.org/resource/Byther_Smith",1932-04-17,
582735,"http://dbpedia.org/resource/C._W._McCall",1928-11-15,
155965,"http://dbpedia.org/resource/Cab_Calloway",1907-12-25,1994-11-18
17234333,"http://dbpedia.org/resource/Cab_Kaye",1921-09-03,2000-03-13
3840752,"http://dbpedia.org/resource/Cachao",1918-09-14,2008-03-22
1152214,"http://dbpedia.org/resource/Cacho_Castaña",1942-06-11,2019-10-15
16681051,"http://dbpedia.org/resource/Cag_Cagnolatti",1911-04-02,1983-04-07
15823848,"http://dbpedia.org/resource/Cal_Collins",1933-05-05,2001-08-27
32172279,"http://dbpedia.org/resource/Cal_Lampley",1924-03-04,2006-07-06
4951037,"http://dbpedia.org/resource/Cal_Smith",1932-04-07,2013-10-10
406539,"http://dbpedia.org/resource/Cal_Tjader",1925-07-16,1982-05-05
66823814,"http://dbpedia.org/resource/Calatambo_Albarracín",1924-09-21,2018-09-05
222075,"http://dbpedia.org/resource/Calixa_Lavallée",1842-12-28,1891-01-21
4782141,"http://dbpedia.org/resource/Calum_Kennedy",1928-06-02,2006-04-15
38834181,"http://dbpedia.org/resource/Calvin_%22Fuzz%22_Jones",1926-06-09,2010-08-09
27473625,"http://dbpedia.org/resource/Calvin_Frazier",1915-02-16,1972-09-23
17178777,"http://dbpedia.org/resource/Calvin_Jackson_(pianist)",1919-05-26,1985-12-09
33768067,"http://dbpedia.org/resource/Calvin_Leavy",1940-04-20,2010-06-06
15647063,"http://dbpedia.org/resource/Calvin_Newborn",1933-04-27,2018-12-01
18622309,"http://dbpedia.org/resource/Camilla_Wicks",1928-08-09,2020-11-25
45461930,"http://dbpedia.org/resource/Camille_Decreus",1876-09-23,1939-09-26
6853348,"http://dbpedia.org/resource/Camille_Howard",1914-03-29,1993-03-10
6197518,"http://dbpedia.org/resource/Camillo_Felgen",1920-11-17,2017-11-05
105767,"http://dbpedia.org/resource/Camilo_Sesto",1946-09-16,2019-09-08
17976471,"http://dbpedia.org/resource/Campbell_Burnap",1939-09-10,2008-05-30
56431334,"http://dbpedia.org/resource/Candita_Batista",1916-10-03,2016-04-01
4391728,"http://dbpedia.org/resource/Candy_Johnson",1944-02-08,2012-10-20
172119,"http://dbpedia.org/resource/Cannonball_Adderley",1928-09-15,1975-08-08
13079360,"http://dbpedia.org/resource/Canray_Fontenot",1922-10-16,1995-07-29
25009156,"http://dbpedia.org/resource/Capitola_Dickerson",1913-09-21,2012-06-15
63283,"http://dbpedia.org/resource/Captain_Beefheart",1941-01-15,2010-12-17
63323294,"http://dbpedia.org/resource/André_Daven",1900-03-16,1981-11-17
67684090,"http://dbpedia.org/resource/André_Paulvé",1898-10-30,1982-07-08
29900203,"http://dbpedia.org/resource/André_Stordeur",1941-03-01,2020-04-07
4133432,"http://dbpedia.org/resource/Bobbie_Clarke",1940-06-13,2014-08-29
14808355,"http://dbpedia.org/resource/Bobby_Edwards",1926-01-18,2012-07-31
11275270,"http://dbpedia.org/resource/Bobby_Henderson_(musician)",1910-04-16,1969-12-09
24603340,"http://dbpedia.org/resource/Cesare_Dobici",1873-12-12,1944-04-25
56555546,"http://dbpedia.org/resource/Charles_Delac",1885-07-02,1965-01-14
1509507,"http://dbpedia.org/resource/Charles_L._Johnson",1876-12-03,1950-12-28
2874428,"http://dbpedia.org/resource/Charles_Thompson_(jazz)",1918-03-21,2016-06-16
37098805,"http://dbpedia.org/resource/Caesar_Hochstetter",1863-01-12,
177278,"http://dbpedia.org/resource/Caetano_Veloso",1942-08-07,
50444538,"http://dbpedia.org/resource/Caiphus_Semenya",1939-08-19,
22268024,"http://dbpedia.org/resource/Calvin_Keys",1943-02-06,
4354841,"http://dbpedia.org/resource/Calypso_Rose",1940-04-27,
8578133,"http://dbpedia.org/resource/Cameron_Brown_(musician)",1945-12-21,
32241460,"http://dbpedia.org/resource/Camey_Doucet",1939-04-04,
6552419,"http://dbpedia.org/resource/Camille_Yarbrough",1938-01-08,
2853397,"http://dbpedia.org/resource/Candi_Staton",1940-03-13,
30941648,"http://dbpedia.org/resource/Canelita_Medina",1939-03-06,
48928403,"http://dbpedia.org/resource/Andrés_Jiménez_(singer)",1947-07-03,
22722106,"http://dbpedia.org/resource/Christopher_Hyde-Smith",1935-03-11,
1020053,"http://dbpedia.org/resource/Ciarán_Bourke",1935-02-18,1988-05-10
1180298,"http://dbpedia.org/resource/Cindy_Walker",1918-07-20,2006-03-23
1914666,"http://dbpedia.org/resource/Clara_Novello_Davies",1861-04-07,1943-02-07
38481395,"http://dbpedia.org/resource/Clarence_C._Wiley",1883-10-25,1908-03-02
44971755,"http://dbpedia.org/resource/Ken_Carson",1914-11-14,1994-04-07
30019560,"http://dbpedia.org/resource/Lincoln_Chase",1926-06-29,1980-10-06
52191236,"http://dbpedia.org/resource/Chumei_Watanabe",1925-08-19,
12056669,"http://dbpedia.org/resource/Khánh_Ly",1945-03-06,
7069876,"http://dbpedia.org/resource/Natale_Abbadia",1792-03-11,1861-12-25
18931273,"http://dbpedia.org/resource/Viola_Wills",1939-12-30,2009-05-06
29572931,"http://dbpedia.org/resource/Ranjit_Gazmer",1941-10-03,
1689202,"http://dbpedia.org/resource/Adriano_Correia_de_Oliveira",1942-04-09,1982-10-16
1345847,"http://dbpedia.org/resource/Adrien-François_Servais",1807-06-06,1866-11-26
39700679,"http://dbpedia.org/resource/Adrien_Barthe",1828-07-07,1898-08-13
59128984,"http://dbpedia.org/resource/Adrien_Rougier",1892-06-23,1984-07-01
34186969,"http://dbpedia.org/resource/Adrienne_Cooper",1946-09-01,2011-12-25
47935785,"http://dbpedia.org/resource/Afifa_Iskandar",1921-12-10,2012-10-21
42547913,"http://dbpedia.org/resource/Afshin_Moghaddam",1945-09-30,1976-07-23
60270686,"http://dbpedia.org/resource/Agepê",1942-08-10,1995-03-15
43019682,"http://dbpedia.org/resource/Aghasalim_Childagh",1930-02-01,2008-04-08
47782393,"http://dbpedia.org/resource/Agnaldo_Timóteo",1936-10-16,2021-04-03
31995515,"http://dbpedia.org/resource/Agostinho_dos_Santos",1932-04-25,1973-07-11
14383006,"http://dbpedia.org/resource/Agustín_Barboza",1913-05-05,1998-12-18
881595,"http://dbpedia.org/resource/Agustín_Barrios",1885-05-05,1944-08-07
23411681,"http://dbpedia.org/resource/Ahmad_Bakikhanov",1892-09-05,1973-03-26
22602539,"http://dbpedia.org/resource/Ahmad_Rahi",1923-11-12,2002-09-02
974608,"http://dbpedia.org/resource/Ahmad_Zahir",1946-06-14,1979-06-14
7024661,"http://dbpedia.org/resource/Ahmed_Abdul-Malik",1927-01-30,1993-10-02
12706935,"http://dbpedia.org/resource/Ahmed_Agdamski",1884-01-05,1954-04-01
14609962,"http://dbpedia.org/resource/Ahmed_Fouad_Negm",1929-05-22,2013-12-03
4791949,"http://dbpedia.org/resource/Ahmed_Ghulam_Ali_Chagla",1902-05-31,1953-02-05
3525258,"http://dbpedia.org/resource/Ahmed_Rushdi",1934-04-24,1983-04-11
21711647,"http://dbpedia.org/resource/Ahmet_Ertegun",1923-07-31,2006-12-14
21421666,"http://dbpedia.org/resource/Aida_Diestro",1924-12-21,1973-10-28
294226,"http://dbpedia.org/resource/Aileen_Stanley",1893-03-21,1982-03-24
39672823,"http://dbpedia.org/resource/Ajit_Pandey",1937-03-10,2013-06-13
32977608,"http://dbpedia.org/resource/Ajit_Roy",1938-06-29,2011-09-04
24282342,"http://dbpedia.org/resource/Ajit_Varman",1947-03-26,2016-12-15
13067843,"http://dbpedia.org/resource/Akagündüz_Kutbay",1934-08-17,1979-08-27
62423337,"http://dbpedia.org/resource/Akhilbandhu_Ghosh",1920-10-20,1988-03-20
27703335,"http://dbpedia.org/resource/Akhlaq_Ahmed",1946-01-10,1999-08-04
12147242,"http://dbpedia.org/resource/Akhtar_Sadmani",1934-01-02,2003-12-30
22548660,"http://dbpedia.org/resource/Akiko_Futaba",1915-02-02,2011-08-16
7338830,"http://dbpedia.org/resource/Akira_Endo_(conductor)",1938-11-16,2014-04-03
867152,"http://dbpedia.org/resource/Akira_Ifukube",1914-05-31,2006-02-08
60824512,"http://dbpedia.org/resource/Akira_Ishikawa",1934-11-10,2002-02-10
14839733,"http://dbpedia.org/resource/Akira_Miyoshi",1933-01-10,2013-10-04
9955631,"http://dbpedia.org/resource/Akshaya_Mohanty",1936-10-12,2002-11-17
10234232,"http://dbpedia.org/resource/Al_%22Jazzbo%22_Collins",1919-01-04,1997-09-30
7235820,"http://dbpedia.org/resource/Al_Aarons",1932-03-23,2015-11-17
3517771,"http://dbpedia.org/resource/Al_Alberts",1922-08-10,2009-11-27
42802602,"http://dbpedia.org/resource/Al_Benson",1908-06-30,1978-09-06
286905,"http://dbpedia.org/resource/Al_Bowlly",1898-01-07,1941-04-17
67534749,"http://dbpedia.org/resource/Al_Burton",1928-04-09,2019-10-22
