"id","s","birthDate","deathDate"
8440769,"http://dbpedia.org/resource/Eua_Sunthornsanan",1910-01-21,1981-04-01
106366,"http://dbpedia.org/resource/Eubie_Blake",1887-02-07,1983-02-12
22345979,"http://dbpedia.org/resource/Euel_Box",1928-12-31,2017-02-28
25882888,"http://dbpedia.org/resource/Eugen_Malmstén",1907-02-16,1993-09-01
36058706,"http://dbpedia.org/resource/Eugene_Lacritz",1929-11-16,2012-05-18
1924583,"http://dbpedia.org/resource/Eugene_Record",1940-12-23,2005-07-22
3886520,"http://dbpedia.org/resource/Eugene_Schmitz",1864-08-22,1928-11-20
22759120,"http://dbpedia.org/resource/Eugene_Smith_(singer)",1921-04-22,2009-05-09
4752732,"http://dbpedia.org/resource/Eugene_Walter",1921-11-30,1998-03-29
66678690,"http://dbpedia.org/resource/Ernest_McCarty",1941-03-26,
870413,"http://dbpedia.org/resource/Ernest_Ranglin",1932-06-19,
62815854,"http://dbpedia.org/resource/Ernesto_Cavour",1940-04-09,
7948085,"http://dbpedia.org/resource/Ernie_Andrews",1927-12-25,
953526,"http://dbpedia.org/resource/Ernie_Watts",1945-10-23,
21581326,"http://dbpedia.org/resource/Erol_Evgin",1947-04-16,
13802178,"http://dbpedia.org/resource/Erwin_Helfer",1936-01-20,
20561756,"http://dbpedia.org/resource/Esfandiar_Monfaredzadeh",1941-03-15,
199563,"http://dbpedia.org/resource/Esther_Ofarim",1941-06-13,
46337407,"http://dbpedia.org/resource/Esther_Smith_(musician)",1937-12-09,
16882256,"http://dbpedia.org/resource/Etterlene_DeBarge",1935-10-13,
8425485,"http://dbpedia.org/resource/Eugene_Migliaro_Corporon",1946-04-26,
2931356,"http://dbpedia.org/resource/Eugene_Rousseau_(saxophonist)",1932-08-23,
2688021,"http://dbpedia.org/resource/Eugene_Wright",1923-05-29,2020-12-30
30000469,"http://dbpedia.org/resource/Eugénie-Emilie_Juliette_Folville",1870-01-05,1946-10-28
24562178,"http://dbpedia.org/resource/Eulalio_González",1921-12-16,2003-09-01
1491001,"http://dbpedia.org/resource/Eva_Mylott",1875-02-27,1920-03-20
26009875,"http://dbpedia.org/resource/Eva_Nansen",1858-12-17,1907-12-09
23003607,"http://dbpedia.org/resource/Eva_Olmerová",1934-01-21,1993-08-10
22935752,"http://dbpedia.org/resource/Eva_Pilarová",1939-08-09,2020-03-14
845266,"http://dbpedia.org/resource/Eva_Tanguay",1878-08-01,1947-01-11
2989029,"http://dbpedia.org/resource/Eva_Taylor",1895-01-22,1977-10-31
64118302,"http://dbpedia.org/resource/Evaldo_Gouveia",1928-08-08,2020-05-29
10410567,"http://dbpedia.org/resource/Eve_Boswell",1922-05-11,1998-08-14
33080707,"http://dbpedia.org/resource/Eve_Taylor",1915-02-28,1983-08-31
7560836,"http://dbpedia.org/resource/Evelyn_Dall",1918-01-08,2010-03-10
49468349,"http://dbpedia.org/resource/Evelyn_Dove",1902-01-11,1987-03-07
43483759,"http://dbpedia.org/resource/Evelyn_Freeman_Roberts",1919-02-13,2017-05-05
57306293,"http://dbpedia.org/resource/Evelyn_Kaye",1911-10-19,1990-07-08
5805852,"http://dbpedia.org/resource/Evelyn_Knight_(singer)",1917-12-31,2007-09-28
16298845,"http://dbpedia.org/resource/Everett_Barksdale",1910-04-28,1986-01-29
635571,"http://dbpedia.org/resource/Evert_Taube",1890-03-12,1976-01-31
22280011,"http://dbpedia.org/resource/Evgeny_Belyaev",1926-09-11,1994-02-21
1216505,"http://dbpedia.org/resource/Ewa_Demarczyk",1941-01-16,2020-08-14
51704076,"http://dbpedia.org/resource/Ewald_Krolis",1947-05-16,2006-09-22
162434,"http://dbpedia.org/resource/Ewan_MacColl",1915-01-25,1989-10-22
27494087,"http://dbpedia.org/resource/Ewart_Abner",1923-05-11,1997-12-27
7829022,"http://dbpedia.org/resource/Exuma_(musician)",1942-02-18,1997-01-15
1328892,"http://dbpedia.org/resource/Eydie_Gormé",1928-08-16,2013-08-10
38889524,"http://dbpedia.org/resource/Eythor_Thorlaksson",1930-03-22,2018-12-14
40081544,"http://dbpedia.org/resource/Eyvind_Solås",1937-05-11,2011-04-22
535347,"http://dbpedia.org/resource/Ezio_Pinza",1892-05-18,1957-05-09
32089306,"http://dbpedia.org/resource/Ezra_Schabas",1924-04-24,2020-10-12
29380852,"http://dbpedia.org/resource/F.A._Reynolds",1883-12-29,1960-07-18
46329242,"http://dbpedia.org/resource/F._C._Barnes",1929-06-22,2011-07-11
25128851,"http://dbpedia.org/resource/F._R._C._Clarke",1931-08-07,2009-10-18
1099092,"http://dbpedia.org/resource/Fabrizio_De_André",1940-02-18,1999-01-11
1325495,"http://dbpedia.org/resource/Facundo_Cabral",1937-05-22,2011-07-09
2289305,"http://dbpedia.org/resource/Fadhili_William",1938-11-11,2001-02-11
8761256,"http://dbpedia.org/resource/Fahd_Ballan",1933-03-22,1997-12-24
49514889,"http://dbpedia.org/resource/Faith_Petric",1915-09-13,2013-10-24
2959795,"http://dbpedia.org/resource/Fannie_Bloomfield_Zeisler",1863-07-16,1927-08-20
570779,"http://dbpedia.org/resource/Fanny_Crosby",1820-03-24,1915-02-12
7420861,"http://dbpedia.org/resource/Fanny_Holland",1847-09-14,1931-06-18
5687203,"http://dbpedia.org/resource/Farhad_(singer)",1944-01-20,2002-08-31
25276814,"http://dbpedia.org/resource/Farhang_Sharif",1931-03-22,2016-09-07
42095882,"http://dbpedia.org/resource/Farid_Ali_(singer)",1919-01-09,1981-10-19
10544117,"http://dbpedia.org/resource/Farid_al-Atrash",1910-10-19,1974-12-26
1370270,"http://dbpedia.org/resource/Faron_Young",1932-02-25,1996-12-10
7722751,"http://dbpedia.org/resource/Faruq_Z._Bey",1942-02-04,2012-06-01
39664237,"http://dbpedia.org/resource/Fatai_Rolling_Dollar",1927-07-22,2013-06-12
61171246,"http://dbpedia.org/resource/Fatima_Lolo",1891-01-19,1997-05-15
36225383,"http://dbpedia.org/resource/Fatma_Mukhtarova",1893-03-26,1972-10-19
147321,"http://dbpedia.org/resource/Fats_Domino",1928-02-26,2017-10-24
348357,"http://dbpedia.org/resource/Fats_Navarro",1923-09-24,1950-07-07
1073691,"http://dbpedia.org/resource/Fats_Pichon",1906-04-03,1967-02-25
54958,"http://dbpedia.org/resource/Fats_Waller",1904-05-21,1943-12-15
48492863,"http://dbpedia.org/resource/Eugenie_Baird",1923-11-19,
880162,"http://dbpedia.org/resource/Eumir_Deodato",1942-06-22,
41614445,"http://dbpedia.org/resource/Eva_Rydberg",1943-06-20,
35276368,"http://dbpedia.org/resource/Evabritt_Strandberg",1943-04-07,
588700,"http://dbpedia.org/resource/Evan_Parker",1944-04-05,
2528067,"http://dbpedia.org/resource/Eve_Graham",1943-04-19,
46295508,"http://dbpedia.org/resource/Evelyn_Turrentine-Agee",1946-02-04,
48820557,"http://dbpedia.org/resource/Everett_Lee",1916-08-31,
12028514,"http://dbpedia.org/resource/Evie_Sands",1946-07-18,
3639488,"http://dbpedia.org/resource/F._R._David",1947-01-01,
167310,"http://dbpedia.org/resource/Fabian_Forte",1943-02-06,
10932008,"http://dbpedia.org/resource/Fabienne_Shine",1944-06-03,
50895742,"http://dbpedia.org/resource/Fabio_Fabbri",1933-10-15,
484591,"http://dbpedia.org/resource/Fairuz",1934-11-20,
50706515,"http://dbpedia.org/resource/Fanny_Loy",1917-09-25,
36583867,"http://dbpedia.org/resource/Faraj_Garayev",1943-12-19,
8354265,"http://dbpedia.org/resource/Farhad_Fakhreddini",1938-03-11,
50827162,"http://dbpedia.org/resource/Farrukh_Zokirov",1946-04-16,
41707820,"http://dbpedia.org/resource/Farzana_Naz",1920-06-03,
18627112,"http://dbpedia.org/resource/Fatima_Kuinova",1920-12-28,
10676992,"http://dbpedia.org/resource/Faustino_Oramas",1911-06-04,2007-03-27
6222671,"http://dbpedia.org/resource/Fausto_Papetti",1923-01-28,1999-06-15
57776279,"http://dbpedia.org/resource/Fedor_Frešo",1947-01-06,2018-06-26
316130,"http://dbpedia.org/resource/Fela_Kuti",1938-10-15,1997-08-02
22063942,"http://dbpedia.org/resource/Felice_Taylor",1944-01-29,2017-06-12
53069650,"http://dbpedia.org/resource/Feliciano_Amaral",1920-10-20,2018-07-07
20777277,"http://dbpedia.org/resource/Feliciano_Vierra_Tavares",1920-10-29,2008-12-17
38638764,"http://dbpedia.org/resource/Felicita_Vestvali",1831-02-23,1880-04-03
3270883,"http://dbpedia.org/resource/Felipe_Pinglo_Alva",1899-07-18,1936-05-13
1404007,"http://dbpedia.org/resource/Felipe_Rodríguez_(singer)",1926-05-08,1999-05-26
17093085,"http://dbpedia.org/resource/Felix_Chen",1942-07-09,2018-04-09
5612261,"http://dbpedia.org/resource/Felix_Grant",1918-12-22,1993-10-12
44066349,"http://dbpedia.org/resource/Felix_Körling",1864-12-17,1937-08-16
64704842,"http://dbpedia.org/resource/Felix_Labunski",1892-12-27,1979-04-28
53755969,"http://dbpedia.org/resource/Felix_McGlennon",1856-01-30,1943-12-01
299412,"http://dbpedia.org/resource/Felix_Pappalardi",1939-12-30,1983-04-17
11296083,"http://dbpedia.org/resource/Felix_Powell",1878-05-23,1942-02-10
7993785,"http://dbpedia.org/resource/Fenton_Robinson",1935-09-23,1997-11-25
13956530,"http://dbpedia.org/resource/Ferdinand_Grossmann",1887-07-04,1970-12-05
21859473,"http://dbpedia.org/resource/Ferdo_Rusan",1810-12-10,1879-05-02
9559601,"http://dbpedia.org/resource/Fereydoun_Farrokhzad",1936-10-07,1992-08-07
344562,"http://dbpedia.org/resource/Ferlin_Husky",1925-12-03,2011-03-17
45621319,"http://dbpedia.org/resource/Fernande_Decruck",1896-12-25,1954-08-06
30936568,"http://dbpedia.org/resource/Fernando_Adames_Torres",1837-03-01,1910-09-03
6070776,"http://dbpedia.org/resource/Fernando_Arbex",1941-05-28,2003-07-05
60607528,"http://dbpedia.org/resource/Antonino_Buenaventura",1904-05-04,1996-01-25
27807703,"http://dbpedia.org/resource/Fausto_Amodei",1935-06-18,
43232143,"http://dbpedia.org/resource/Fausto_Cigliano",1937-02-15,
24381078,"http://dbpedia.org/resource/Fausto_Leali",1944-10-29,
3845232,"http://dbpedia.org/resource/Faye_Adams",1923-05-22,
41089850,"http://dbpedia.org/resource/Fazal_Malik_Akif",1947-10-22,
55917457,"http://dbpedia.org/resource/Federico_Caballero",1938-12-25,
12589482,"http://dbpedia.org/resource/Fefita_la_Grande",1943-09-18,
2259448,"http://dbpedia.org/resource/Felix_Cavaliere",1942-11-29,
26151649,"http://dbpedia.org/resource/Ferdausi_Rahman",1941-06-28,
23165956,"http://dbpedia.org/resource/Ferenc_Demjén",1946-12-21,
33259774,"http://dbpedia.org/resource/Ferenc_Sánta_Jr.",1945-03-02,
55204322,"http://dbpedia.org/resource/Fermín_Pardo_Pardo",1945-04-20,
22931300,"http://dbpedia.org/resource/Fernando_Machado_Soares",1930-09-03,
43860537,"http://dbpedia.org/resource/Bartolo_Alvarez",1914-11-09,2017-03-24
20530993,"http://dbpedia.org/resource/Eddy_Marnay",1920-12-18,2003-01-03
337328,"http://dbpedia.org/resource/Fate_Marable",1890-12-02,1947-01-16
36244745,"http://dbpedia.org/resource/Fermo_Dante_Marchetti",1876-08-26,1940-06-11
11606792,"http://dbpedia.org/resource/Marie_Louise_Marcadet",1758-12-03,1804-02-28
1433271,"http://dbpedia.org/resource/Marzieh_(singer)",1924-03-22,2010-10-12
29457534,"http://dbpedia.org/resource/Mavelikkara_Velukkutty_Nair",1926-10-02,2012-07-24
4993064,"http://dbpedia.org/resource/Jack_McDuff",1926-09-17,2001-01-23
9608257,"http://dbpedia.org/resource/James_Campbell_McInnes",1874-01-23,1945-02-08
10724767,"http://dbpedia.org/resource/Millicent_Silver",1905-11-17,1986-05-01
5294270,"http://dbpedia.org/resource/Moisés_Moleiro",1904-03-28,1979-06-18
11763347,"http://dbpedia.org/resource/Jacob_Niclas_Ahlström",1805-06-05,1857-05-14
29030478,"http://dbpedia.org/resource/Loretta_Clemens_Tupper",1906-05-06,
63469902,"http://dbpedia.org/resource/Mary_Arnold_(singer)",1947-09-19,
10056406,"http://dbpedia.org/resource/Shkëlzen_Maliqi",1947-10-26,
14604184,"http://dbpedia.org/resource/Okie_Adams",1923-06-18,2007-11-16
2558288,"http://dbpedia.org/resource/Ole_Olsen_(musician)",1850-07-04,1927-11-04
24793361,"http://dbpedia.org/resource/Pendyala_Nageswara_Rao",1917-03-06,1984-08-31
22493581,"http://dbpedia.org/resource/Victor_Ivanovich_Nikitin",1911-02-12,1994-01-06
5216949,"http://dbpedia.org/resource/Larry_Parnes",1929-09-03,1989-08-04
5252419,"http://dbpedia.org/resource/Otilio_Galíndez",1935-12-13,2009-06-13
27653305,"http://dbpedia.org/resource/Luther_G._Presley",1887-03-06,1974-12-06
19113569,"http://dbpedia.org/resource/Prince_Tui_Teka",1937-03-08,1985-01-23
44529487,"http://dbpedia.org/resource/Ray_Chamberlain_(musician)",1930-03-06,2017-04-12
3555864,"http://dbpedia.org/resource/Robert_O._Ragland",1931-07-03,2012-04-18
17456128,"http://dbpedia.org/resource/Giuseppe_Pettine",1874-02-13,
45564367,"http://dbpedia.org/resource/Pietro_Sassoli",1898-06-13,1946-04-14
18402564,"http://dbpedia.org/resource/Vincent_Scotto",1874-04-21,1952-11-15
6954110,"http://dbpedia.org/resource/Frank_Cordell",1918-06-01,1980-07-06
67559896,"http://dbpedia.org/resource/Frank_Sanucci",1901-03-16,1991-05-14
12893568,"http://dbpedia.org/resource/Fred_Mendelsohn",1917-05-16,2000-04-28
12047747,"http://dbpedia.org/resource/Fred_Punahoa",1919-04-25,1985-03-10
679806,"http://dbpedia.org/resource/John_LaPorta",1920-04-13,2004-05-12
29358962,"http://dbpedia.org/resource/Walter_Roland",1902-12-20,1972-10-12
42109470,"http://dbpedia.org/resource/Mustapha_Toumi",1937-07-14,2013-04-03
21735077,"http://dbpedia.org/resource/Walter_Smetak",1913-02-13,1984-05-30
25610211,"http://dbpedia.org/resource/José_Bragato",1915-10-12,2017-07-18
6280570,"http://dbpedia.org/resource/Michael_Hayvoronsky",1892-09-15,1949-09-11
50902387,"http://dbpedia.org/resource/Michael_Morrow",1929-10-02,1994-04-20
487976,"http://dbpedia.org/resource/%22King%22_Bennie_Nawahi",1899-07-03,1985-01-29
16757794,"http://dbpedia.org/resource/A.C._Reed",1926-05-09,2004-02-24
766062,"http://dbpedia.org/resource/A._H._Woods",1870-01-03,1951-04-24
887140,"http://dbpedia.org/resource/A._L._Lloyd",1908-02-29,1982-09-29
24322891,"http://dbpedia.org/resource/A._M._Rajah",1929-07-01,1989-04-08
232429,"http://dbpedia.org/resource/A._P._Carter",1891-12-15,1960-11-07
27959941,"http://dbpedia.org/resource/A._T._Mahmud",1930-02-03,2010-07-06
20837489,"http://dbpedia.org/resource/A._T._Ummer",1933-03-10,2001-10-18
11068086,"http://dbpedia.org/resource/Aage_Fønss",1887-12-12,1976-09-30
56785242,"http://dbpedia.org/resource/Aage_Teigen",1944-07-17,2014-01-15
9184145,"http://dbpedia.org/resource/Aarno_Raninen",1944-04-27,2014-09-03
9346859,"http://dbpedia.org/resource/Aaron_Rosand",1927-03-15,2019-07-09
19574900,"http://dbpedia.org/resource/Aaron_Schroeder",1926-09-07,2009-12-02
24851850,"http://dbpedia.org/resource/Aase_Nordmo_Løvberg",1923-06-10,2013-01-25
1655706,"http://dbpedia.org/resource/Abbey_Lincoln",1930-08-06,2010-08-14
54878878,"http://dbpedia.org/resource/Abbey_Perkins_Cheney",1851-11-18,1970-04-03
3761039,"http://dbpedia.org/resource/Abbey_Simon",1920-01-08,2019-12-18
1331278,"http://dbpedia.org/resource/Abbie_Mitchell",1884-09-25,1960-03-16
2822544,"http://dbpedia.org/resource/Abdel_Halim_Hafez",1929-06-21,1977-03-30
15864830,"http://dbpedia.org/resource/Abdolvahab_Shahidi",1922-09-23,2021-05-10
11573499,"http://dbpedia.org/resource/Abdul_Alim_(folk_singer)",1931-07-27,1974-09-05
23559401,"http://dbpedia.org/resource/Abdul_Jabbar_(singer)",1938-02-10,2017-08-30
2540996,"http://dbpedia.org/resource/Abdul_Karim_Khan",1872-11-11,1937-10-27
19649188,"http://dbpedia.org/resource/Abdul_Rashid_Khan",1908-08-19,2016-02-18
46727980,"http://dbpedia.org/resource/Abdur_Rahman_Boyati",1939-01-01,2013-08-19
16979826,"http://dbpedia.org/resource/Abe_Aaron",1910-01-27,1970-01-31
7602286,"http://dbpedia.org/resource/Abe_Lyman",1897-08-04,1957-10-23
33385667,"http://dbpedia.org/resource/Abe_Olman",1887-12-20,1984-01-04
42123146,"http://dbpedia.org/resource/Abel_Baer",1893-03-16,1976-10-05
43689956,"http://dbpedia.org/resource/Abhayadev",1913-06-25,2000-07-26
6906542,"http://dbpedia.org/resource/Abi_Ofarim",1937-10-05,2018-05-04
23434847,"http://dbpedia.org/resource/Abner_Jay",1921-07-15,1993-11-04
10795911,"http://dbpedia.org/resource/Abner_Silver",1899-12-28,1966-11-24
2049642,"http://dbpedia.org/resource/Abolhasan_Saba",1902-04-15,1957-12-19
19315970,"http://dbpedia.org/resource/Abu_Talib_(musician)",1939-02-24,2009-10-08
59120449,"http://dbpedia.org/resource/Joshua_Epstein_(violinist)",1940-11-14,
25328504,"http://dbpedia.org/resource/Micky_(Spanish_singer)",1943-10-20,
65440460,"http://dbpedia.org/resource/Mike_McClellan",1945-08-24,
40132753,"http://dbpedia.org/resource/A._K._C._Natarajan",1931-03-30,
47361554,"http://dbpedia.org/resource/A._K._Salim",1922-07-28,
20951669,"http://dbpedia.org/resource/A._P._Komala",1934-08-28,
34682422,"http://dbpedia.org/resource/A._V._Anand",1936-04-16,
579021,"http://dbpedia.org/resource/Aaron_Neville",1941-01-24,
2977881,"http://dbpedia.org/resource/Aaron_Sachs",1923-07-04,
12236814,"http://dbpedia.org/resource/Aarti_Mukherjee",1943-07-18,
6290414,"http://dbpedia.org/resource/Aashish_Khan",1939-12-05,
2205692,"http://dbpedia.org/resource/Abbe_Lane",1932-12-14,
44097684,"http://dbpedia.org/resource/Abbey_Rader",1943-10-14,
28841514,"http://dbpedia.org/resource/Abdul_Halim_Jaffer_Khan",1927-02-18,
556992,"http://dbpedia.org/resource/Abdullah_Ibrahim",1934-10-09,
47379216,"http://dbpedia.org/resource/Abe_Most",1920-02-27,
5139114,"http://dbpedia.org/resource/Abraham_Laboriel",1947-07-17,
28185087,"http://dbpedia.org/resource/Abraham_Quintanilla",1939-02-20,
56326398,"http://dbpedia.org/resource/Abshalom_Ben_Shlomo",1943-11-11,
10971293,"http://dbpedia.org/resource/Ace_Cannon",1934-05-05,2018-12-06
28521029,"http://dbpedia.org/resource/Achille_Simonetti",1857-06-12,1928-11-19
229218,"http://dbpedia.org/resource/Acker_Bilk",1929-01-28,2014-11-02
17083892,"http://dbpedia.org/resource/Ada_Brown",1890-05-01,1950-03-30
2686769,"http://dbpedia.org/resource/Ada_Jones",1873-06-01,1922-05-22
42139969,"http://dbpedia.org/resource/Ada_Leonard",1915-07-22,1997-11-29
24282065,"http://dbpedia.org/resource/Ada_Sari",1886-06-29,1968-07-12
31056554,"http://dbpedia.org/resource/Adam_Aston",1902-09-17,1993-01-10
193436,"http://dbpedia.org/resource/Adam_Faith",1940-06-23,2003-03-08
58606942,"http://dbpedia.org/resource/Ade_Monsbourgh",1917-02-17,2006-07-19
2575928,"http://dbpedia.org/resource/Adelaide_Hall",1901-10-20,1993-11-07
19980779,"http://dbpedia.org/resource/Adele_aus_der_Ohe",1861-02-11,1937-12-08
1836708,"http://dbpedia.org/resource/Adiss_Harmandian",1945-01-14,2019-09-01
41459157,"http://dbpedia.org/resource/Adnan_Şenses",1935-08-21,2013-12-25
5648263,"http://dbpedia.org/resource/Adolf_Scherbaum",1909-08-23,2000-08-02
39174143,"http://dbpedia.org/resource/Adolf_Čech",1841-12-11,1903-12-27
43776138,"http://dbpedia.org/resource/Adolfo_Guzmán",1920-05-13,1976-07-30
2711267,"http://dbpedia.org/resource/Adolph_Deutsch",1897-10-20,1980-01-01
1823208,"http://dbpedia.org/resource/Adolph_Herseth",1921-07-25,2013-04-13
63533854,"http://dbpedia.org/resource/Adolph_Schellschmidt",1867-08-30,1946-03-18
49038970,"http://dbpedia.org/resource/Adolphe-Joseph-Louis_Alizard",1814-12-29,1850-01-23
51867754,"http://dbpedia.org/resource/Adolphus_Alsbrook",1912-02-21,1988-06-02
58703993,"http://dbpedia.org/resource/Adolphus_Bell",1944-06-05,2013-10-28
1585783,"http://dbpedia.org/resource/Adrian_Rollini",1903-06-28,1956-05-15
28388249,"http://dbpedia.org/resource/Choker_Campbell",1916-03-21,1993-07-20
1113588,"http://dbpedia.org/resource/Chris_Albertson",1931-10-18,2019-04-24
7072429,"http://dbpedia.org/resource/Chris_Anderson_(pianist)",1926-02-26,2008-02-04
1363223,"http://dbpedia.org/resource/Chris_Barber",1930-04-17,2021-03-02
16764495,"http://dbpedia.org/resource/Chris_Columbus_(musician)",1902-06-17,2002-08-20
3368324,"http://dbpedia.org/resource/Chris_Connor",1927-11-08,2009-08-29
795203,"http://dbpedia.org/resource/Chris_Curtis",1941-08-26,2005-02-28
54761973,"http://dbpedia.org/resource/Chris_Darrow",1944-07-30,2020-01-15
14532826,"http://dbpedia.org/resource/Chris_Ethridge",1947-02-10,2012-04-23
682032,"http://dbpedia.org/resource/Chris_Kenner",1929-12-25,1976-01-25
32178699,"http://dbpedia.org/resource/Chris_Perry_(musician)",1928-11-25,2002-01-25
5786789,"http://dbpedia.org/resource/Chris_Rainbow",1946-11-18,2015-02-22
23512707,"http://dbpedia.org/resource/Chris_Roberts_(singer)",1944-03-13,2017-07-02
3574085,"http://dbpedia.org/resource/Chris_Stamp",1942-07-07,2012-11-24
22859654,"http://dbpedia.org/resource/Chris_White_(bassist)",1936-07-06,2014-11-02
1877631,"http://dbpedia.org/resource/Chris_Wood_(rock_musician)",1944-06-24,1983-07-12
17739397,"http://dbpedia.org/resource/Chris_Woods_(musician)",1925-12-25,1985-07-04
53866367,"http://dbpedia.org/resource/Christian_Lardé",1930-02-03,2012-11-16
15615907,"http://dbpedia.org/resource/Christiane_Legrand",1930-08-21,2011-11-01
4371598,"http://dbpedia.org/resource/Christie_Hennessy",1945-11-19,2007-12-11
33844176,"http://dbpedia.org/resource/Christine_Charbonneau",1943-10-18,2014-05-29
24901621,"http://dbpedia.org/resource/Christine_Kittrell",1929-08-11,2001-12-19
10103565,"http://dbpedia.org/resource/Ace_Kefford",1946-12-10,
13612600,"http://dbpedia.org/resource/Achim_Reichel",1944-01-28,
9998731,"http://dbpedia.org/resource/Adalberto_Santiago",1937-04-23,
2662721,"http://dbpedia.org/resource/Adam_Harasiewicz",1932-07-01,
2866061,"http://dbpedia.org/resource/Adam_Makowicz",1940-08-18,
35468429,"http://dbpedia.org/resource/Adam_Mitchell_(songwriter)",1944-11-24,
5854908,"http://dbpedia.org/resource/Adam_Wade_(singer)",1935-03-17,
776099,"http://dbpedia.org/resource/Adele_Addison",1925-07-24,
27334070,"http://dbpedia.org/resource/Adele_Stolte",1932-10-12,
53604785,"http://dbpedia.org/resource/Adelhard_Roidinger",1941-11-28,
3390451,"http://dbpedia.org/resource/Adge_Cutler",1930-11-19,
11358726,"http://dbpedia.org/resource/Adrian_Ivanițchi",1947-09-15,
43356807,"http://dbpedia.org/resource/Cholo_Montironi",1931-12-04,
4150567,"http://dbpedia.org/resource/Chris_Andrews_(singer)",1942-10-15,
10944130,"http://dbpedia.org/resource/Chris_Biscoe",1947-02-05,
1189347,"http://dbpedia.org/resource/Chris_Blackwell",1937-06-22,
2377409,"http://dbpedia.org/resource/Chris_Clark_(singer)",1946-02-01,
1236940,"http://dbpedia.org/resource/Chris_Cutler",1947-01-04,
2922639,"http://dbpedia.org/resource/Chris_Dreja",1945-11-11,
1321577,"http://dbpedia.org/resource/Chris_Farlowe",1940-10-13,
59048401,"http://dbpedia.org/resource/Chris_Gantry",1942-12-29,
956561,"http://dbpedia.org/resource/Chris_Hillman",1944-12-04,
33801713,"http://dbpedia.org/resource/Chris_Jagger",1947-12-19,
1598538,"http://dbpedia.org/resource/Chris_Montez",1943-01-17,
1248281,"http://dbpedia.org/resource/Chris_Slade",1946-10-30,
3346780,"http://dbpedia.org/resource/Chris_Smither",1944-11-11,
351071,"http://dbpedia.org/resource/Chris_Spedding",1944-06-17,
5363256,"http://dbpedia.org/resource/Chris_Stainton",1944-03-22,
3776200,"http://dbpedia.org/resource/Chris_Strachwitz",1931-07-01,
3859706,"http://dbpedia.org/resource/Chris_Thomas_(record_producer)",1947-01-13,
16809172,"http://dbpedia.org/resource/Chris_Weller",1944-07-12,
6994742,"http://dbpedia.org/resource/Chris_White_(musician)",1943-03-07,
33726157,"http://dbpedia.org/resource/Christian_Anders",1945-01-15,
36647,"http://dbpedia.org/resource/Christine_McVie",1943-07-12,
37801899,"http://dbpedia.org/resource/Christoph_Nichelmann",1717-08-13,1762-07-20
41482511,"http://dbpedia.org/resource/Christophe_(singer)",1945-10-13,2020-04-16
2335672,"http://dbpedia.org/resource/Chu_Berry",1908-09-13,1941-10-30
12506570,"http://dbpedia.org/resource/Chucho_Sanoja",1926-09-23,1998-12-11
45964,"http://dbpedia.org/resource/Chuck_Berry",1926-10-18,2017-03-18
4948917,"http://dbpedia.org/resource/Chuck_Britz",1927-11-07,2000-08-21
326515,"http://dbpedia.org/resource/Chuck_Brown",1936-08-22,2012-05-16
18744071,"http://dbpedia.org/resource/Chuck_Carbo",1926-01-11,2008-07-11
14528680,"http://dbpedia.org/resource/Chuck_Domanico",1944-01-20,2002-10-17
6730584,"http://dbpedia.org/resource/Chuck_Higgins",1924-04-17,1999-09-14
36019829,"http://dbpedia.org/resource/Chuck_Metcalf",1931-01-08,2012-01-11
49097764,"http://dbpedia.org/resource/Chuck_Pyle",1945-01-28,2015-11-06
12281027,"http://dbpedia.org/resource/Chuck_Wayne",1923-02-27,1997-07-29
261750,"http://dbpedia.org/resource/Chuck_Willis",1926-01-31,1958-04-10
42228066,"http://dbpedia.org/resource/Chérifa",1926-01-09,2014-03-13
49087320,"http://dbpedia.org/resource/Christine_Walevska",1945-03-08,
11088020,"http://dbpedia.org/resource/Christopher_Herrick",1942-05-23,
728324,"http://dbpedia.org/resource/Christopher_Parkening",1947-12-14,
1022191,"http://dbpedia.org/resource/Christy_Moore",1945-05-07,
6948722,"http://dbpedia.org/resource/Chronis_Aidonidis",1928-12-23,
95849,"http://dbpedia.org/resource/Chubby_Checker",1941-10-03,
403964,"http://dbpedia.org/resource/Chucho_Avellanet",1941-08-13,
640725,"http://dbpedia.org/resource/Chucho_Valdés",1941-10-09,
43404681,"http://dbpedia.org/resource/Chuck_Berghofer",1937-06-14,
5605523,"http://dbpedia.org/resource/Chuck_Girard",1943-08-27,
3083730,"http://dbpedia.org/resource/Chuck_Israels",1936-08-10,
2974145,"http://dbpedia.org/resource/Chuck_Jackson",1937-07-22,
153000,"http://dbpedia.org/resource/Chuck_Mangione",1940-11-29,
5004973,"http://dbpedia.org/resource/Chuck_Negron",1942-06-08,
4401675,"http://dbpedia.org/resource/Chuck_Plotkin",1942-09-08,
1916390,"http://dbpedia.org/resource/Chuck_Rainey",1940-06-17,
54899610,"http://dbpedia.org/resource/Chuck_Wild",1946-09-22,
3396268,"http://dbpedia.org/resource/Ciccio_Busacca",1925-02-15,1989-09-11
179643,"http://dbpedia.org/resource/Cilla_Black",1943-05-27,2015-08-01
3704507,"http://dbpedia.org/resource/Cinuçen_Tanrıkorur",1938-02-20,2000-06-28
47616325,"http://dbpedia.org/resource/Cirilo_Vila",1937-10-07,2015-07-23
1596439,"http://dbpedia.org/resource/Cisco_Houston",1918-08-18,1961-04-29
